CD_SETOR,CEP
355030885000047,03376-010
355030885000047,03376-100
355030885000047,03376-110
355030885000047,03378-120
355030885000048,03375-002
355030885000048,03375-004
355030885000048,03375-005
355030885000048,03375-150
355030885000049,03375-000
355030885000049,03375-010
355030885000049,03375-030
355030885000049,03375-040
355030885000049,03375-050
355030885000050,03375-020
355030885000050,03375-060
355030885000050,03375-070
355030885000050,03375-090
355030885000050,03375-160
355030885000050,03375-170
355030885000050,03375-179
355030885000050,03377-140
355030885000051,03357-005
355030885000051,03359-000
355030885000051,03379-025
355030885000053,03358-010
355030885000054,03366-080
355030885000054,03366-970
355030885000057,03300-440
355030885000057,03380-115
355030885000057,03380-180
355030885000057,03380-190
355030885000057,03381-050
355030885000058,03379-080
355030885000058,03379-140
355030885000058,03380-210
355030885000059,03379-130
355030885000059,03379-150
355030885000059,03380-220
355030885000059,03380-240
355030885000060,03376-050
355030885000060,03379-090
355030885000060,03379-100
355030885000060,03379-110
355030885000060,03379-120
355030885000061,03167-050
355030885000061,03376-005
355030885000061,03376-020
355030885000061,03376-030
355030885000061,03376-040
355030885000061,03377-005
355030885000061,03377-020
355030885000061,03379-009
355030885000062,03377-040
355030885000063,03375-001
355030885000063,03375-120
355030885000063,03375-130
355030885000063,03376-135
355030885000063,03376-140
355030885000063,03376-150
355030885000064,03373-100
355030885000064,03373-120
355030885000064,03373-125
355030885000064,03375-080
355030885000064,03375-085
355030885000065,03373-005
355030885000065,03373-090
355030885000065,03373-123
355030885000068,03373-010
355030885000068,03373-020
355030885000068,03373-033
355030885000068,03373-050
355030885000069,03373-015
355030885000070,03357-000
355030885000070,03357-010
355030885000070,03357-020
355030885000070,03357-035
355030885000070,03357-037
355030885000071,03356-000
355030885000071,03395-030
355030885000072,03414-000
355030885000075,03415-000
355030885000075,03415-040
355030885000075,03415-050
355030885000075,03415-070
355030885000075,03415-085
355030885000075,03415-100
355030885000075,03415-110
355030885000075,03422-011
355030885000076,03380-000
355030885000077,03360-010
355030885000080,03381-130
355030885000080,03381-140
355030885000080,03381-150
355030885000082,03381-030
355030885000082,03382-050
355030885000082,03382-060
355030885000082,03382-070
355030885000083,03380-200
355030885000084,03376-007
355030885000084,03380-230
355030885000084,03380-237
355030885000084,03381-000
355030885000084,03381-010
355030885000084,03381-020
355030885000084,03381-160
355030885000085,03376-000
355030885000085,03376-060
355030885000085,03376-070
355030885000086,03376-080
355030885000086,03376-090
355030885000086,03376-137
355030885000086,03377-050
355030885000087,03276-080
355030885000087,03276-090
355030885000087,03373-008
355030885000087,03373-060
355030885000087,09434-000
355030885000089,03356-050
355030885000089,03357-060
355030885000089,03357-070
355030885000091,03416-035
355030885000091,03416-070
355030885000092,03412-010
355030885000092,03412-015
355030885000092,03412-020
355030885000092,03412-030
355030885000092,03416-050
355030885000093,03413-020
355030885000093,03413-030
355030885000093,03413-040
355030885000093,03413-090
355030885000093,03415-090
355030885000093,03421-000
355030885000093,03421-100
355030885000094,03361-080
355030885000094,03380-030
355030885000094,03380-070
355030885000094,03380-080
355030885000094,03380-090
355030885000094,03380-100
355030885000094,03380-110
355030885000094,03381-120
355030885000096,03382-010
355030885000096,03382-090
355030885000096,03382-100
355030885000096,03383-050
355030885000096,03383-110
355030885000096,03383-150
355030885000097,03382-000
355030885000097,03382-020
355030885000097,03382-030
355030885000097,03382-040
355030885000100,03336-000
355030885000100,03336-006
355030885000100,03336-020
355030885000100,03336-040
355030885000100,03336-050
355030885000100,03336-060
355030885000101,03412-000
355030885000101,03412-040
355030885000101,03412-050
355030885000102,03380-040
355030885000102,03380-050
355030885000102,03380-060
355030885000103,03381-070
355030885000103,03381-080
355030885000103,03382-130
355030885000103,03382-160
355030885000103,03382-170
355030885000103,03382-180
355030885000104,03382-167
355030885000106,03383-000
355030885000106,03383-055
355030885000107,03383-010
355030885000107,03383-020
355030885000107,03383-030
355030885000107,03383-040
355030885000110,03382-185
355030885000110,03386-110
355030885000110,03386-140
355030885000110,03386-187
355030885000110,03386-190
355030885000110,03386-200
355030885000111,03383-070
355030885000111,03383-100
355030885000111,03383-105
355030885000111,03386-100
355030885000112,03383-080
355030885000112,03383-090
355030885000112,03386-085
355030885000113,03335-090
355030885000113,03335-100
355030885000113,03335-110
355030885000113,03335-120
355030885000113,03337-100
355030885000113,03337-120
355030885000115,03380-005
355030885000115,03380-020
355030885000115,03386-180
355030885000115,03386-210
355030885000116,03386-160
355030885000116,03386-170
355030885000116,03386-175
355030885000116,03386-177
355030885000116,03386-185
355030885000116,03386-225
355030885000117,03386-120
355030885000117,03386-130
355030885000117,03386-150
355030885000123,03355-010
355030885000123,03411-001
355030885000124,03355-030
355030885000124,03355-040
355030885000124,03355-055
355030885000125,03357-030
355030885000125,03358-030
355030885000125,03358-040
355030885000126,03337-021
355030885000126,03348-005
355030885000126,03357-040
355030885000126,03357-050
355030885000126,03357-080
355030885000126,03357-090
355030885000128,03364-010
355030885000128,03364-030
355030885000129,03380-250
355030885000129,03380-260
355030885000132,03380-160
355030886000001,02065-000
355030886000001,02066-040
355030886000001,02066-050
355030886000001,02066-060
355030886000001,02066-070
355030886000001,02067-002
355030886000003,02052-070
355030886000003,02052-100
355030886000005,02067-001
355030886000005,02071-002
355030886000005,02075-040
355030886000006,02075-046
355030886000007,02066-030
355030886000007,02067-040
355030886000007,02067-060
355030886000007,02067-065
355030886000007,02067-070
355030886000007,02071-050
355030886000007,02075-033
355030886000008,02067-030
355030886000008,02110-000
355030886000010,02051-040
355030886000010,02055-050
355030886000010,02055-060
355030886000010,02055-070
355030886000010,02056-001
355030886000010,02056-070
355030886000010,02065-020
355030886000012,02066-005
355030886000012,02066-010
355030886000012,02066-014
355030886000012,02066-017
355030886000012,02067-006
355030886000012,02067-400
355030886000015,02051-006
355030886000015,02065-040
355030886000015,02071-012
355030886000015,02075-006
355030886000015,02075-050
355030886000017,02074-001
355030886000017,02076-047
355030886000017,02076-050
355030886000017,02076-080
355030886000017,02079-001
355030886000018,02076-040
355030886000018,02077-080
355030886000019,02077-000
355030886000019,02077-005
355030886000019,02077-007
355030886000020,02077-020
355030886000020,02077-050
355030886000020,02078-005
355030886000020,02078-060
355030886000022,02078-001
355030886000022,02078-020
355030886000023,02078-000
355030886000023,02078-030
355030886000024,02077-010
355030886000024,02077-030
355030886000024,02077-040
355030886000024,02077-045
355030886000025,02067-050
355030886000025,02071-003
355030886000025,02071-013
355030886000025,02071-060
355030886000025,02071-070
355030886000025,02071-080
355030886000025,02074-050
355030886000025,02076-010
355030886000025,02076-020
355030886000025,02076-030
355030886000026,02064-050
355030886000026,02064-070
355030886000026,02064-075
355030886000026,02064-080
355030886000026,02064-090
355030886000026,02064-100
355030886000026,02064-110
355030886000028,02053-001
355030886000028,02055-090
355030886000028,02055-100
355030886000028,02060-010
355030886000028,02060-020
355030886000028,02060-030
355030886000028,02060-040
355030886000028,02060-060
355030886000030,02045-001
355030886000030,02051-001
355030886000030,02052-001
355030886000030,02055-030
355030886000030,02065-010
355030886000031,02047-030
355030886000031,02047-040
355030886000031,02049-050
355030886000031,02050-000
355030886000031,02050-010
355030886000031,02050-030
355030886000033,02066-020
355030886000033,02067-020
355030886000033,02068-000
355030886000033,02068-007
355030886000033,02068-010
355030886000033,02068-020
355030886000033,02069-000
355030886000033,02071-000
355030886000035,02072-000
355030886000035,02073-010
355030886000035,02073-020
355030886000035,02073-040
355030886000037,02073-090
355030886000037,02073-100
355030886000037,02073-105
355030886000037,02073-120
355030886000037,02074-000
355030886000037,02074-020
355030886000037,02074-030
355030886000038,02065-060
355030886000038,02074-040
355030886000039,02075-080
355030886000039,02075-090
355030886000039,02076-060
355030886000039,02076-070
355030886000040,02076-000
355030886000041,02064-120
355030886000041,02110-015
355030886000041,02110-120
355030886000043,02052-020
355030886000043,02052-045
355030886000044,02047-060
355030886000044,02047-070
355030886000044,02047-080
355030886000044,02047-090
355030886000044,02060-120
355030886000044,02360-000
355030886000046,02019-001
355030886000046,02029-006
355030886000046,02046-010
355030886000046,02068-040
355030886000046,02085-000
355030886000048,02072-004
355030886000048,02072-005
355030886000048,02072-006
355030886000048,02079-002
355030886000048,02079-040
355030886000049,02079-000
355030886000049,02079-030
355030886000049,02080-000
355030886000049,02080-030
355030886000050,02079-008
355030886000050,02079-060
355030886000050,02079-070
355030886000051,02079-006
355030886000051,02080-050
355030886000051,02080-065
355030886000051,02080-070
355030886000051,02080-080
355030886000051,02080-087
355030886000051,02084-070
355030886000051,02084-090
355030886000052,02083-420
355030886000052,02084-120
355030886000053,02080-010
355030886000055,02080-027
355030886000055,02081-000
355030886000055,02081-040
355030886000055,02082-010
355030886000055,02082-020
355030886000057,02081-090
355030886000057,02084-170
355030886000058,02081-100
355030886000058,02084-180
355030886000059,02080-040
355030886000059,02081-030
355030886000059,02081-050
355030886000059,02081-060
355030886000060,02084-010
355030886000060,02084-040
355030886000060,02084-055
355030886000060,02084-130
355030886000060,02084-140
355030886000062,02082-030
355030886000062,02082-035
355030886000062,02082-080
355030886000062,02082-090
355030886000062,02082-110
355030886000063,02082-100
355030886000064,02081-070
355030886000064,02082-040
355030886000064,02082-050
355030886000064,02082-070
355030886000064,02243-010
355030886000065,02081-080
355030886000071,02068-030
355030886000073,02075-041
355030886000073,02075-060
355030886000073,02075-070
355030886000074,02072-001
355030886000074,02079-003
355030886000074,02079-004
355030886000075,02077-070
355030886000075,02084-100
355030886000075,02084-110
355030886000075,02084-420
355030886000076,02080-060
355030886000076,02084-000
355030886000076,02084-020
355030886000076,02084-060
355030886000076,02084-150
355030886000078,02082-000
355030886000079,02065-050
355030886000079,02066-000
355030886000079,02066-001
355030886000079,02066-036
355030886000081,01130-838
355030886000081,02053-002
355030886000081,02055-080
355030887000001,08061-130
355030887000001,08061-140
355030887000001,08061-160
355030887000001,08061-220
355030887000001,08061-230
355030887000001,08061-245
355030887000004,08061-554
355030887000005,08061-210
355030887000005,08061-280
355030887000005,08061-300
355030887000005,08061-310
355030887000005,08061-550
355030887000005,08961-320
355030887000006,08061-110
355030887000006,08061-250
355030887000006,08061-290
