CD_SETOR,CEP
355030859000046,03648-100
355030859000047,03642-010
355030859000047,03645-060
355030859000047,03645-070
355030859000049,03646-010
355030859000052,03614-050
355030859000052,03615-000
355030859000052,03615-040
355030859000052,03732-160
355030859000053,03615-090
355030859000053,03615-100
355030859000054,03616-000
355030859000054,03616-030
355030859000054,03616-070
355030859000054,03616-090
355030859000055,03616-100
355030859000055,03616-120
355030859000055,03616-125
355030859000055,03616-130
355030859000055,03616-170
355030859000055,03616-190
355030859000055,03616-200
355030859000055,03616-210
355030859000055,03617-160
355030859000056,03659-020
355030859000056,03659-160
355030859000056,03660-000
355030859000056,03660-080
355030859000057,03656-090
355030859000060,03642-020
355030859000060,03643-020
355030859000060,03643-030
355030859000060,03643-080
355030859000062,03643-050
355030859000062,03644-003
355030859000062,03644-030
355030859000064,03613-000
355030859000064,03613-010
355030859000064,03613-100
355030859000065,03613-060
355030859000065,03613-110
355030859000066,03613-140
355030859000066,03614-060
355030859000067,03658-010
355030859000067,03660-010
355030859000067,03660-020
355030859000068,03638-000
355030859000068,03640-000
355030859000069,03642-030
355030859000069,03642-110
355030859000070,03641-000
355030859000070,03642-120
355030859000070,03642-140
355030859000072,03643-000
355030859000072,03643-040
355030859000073,03612-060
355030859000073,03612-070
355030859000074,03612-000
355030859000074,03613-030
355030859000074,03613-120
355030859000076,03660-030
355030859000076,03660-060
355030859000076,03661-060
355030859000077,03657-010
355030859000078,03657-020
355030859000078,03657-030
355030859000078,03657-040
355030859000080,03638-090
355030859000080,03638-100
355030859000080,03638-110
355030859000080,03638-120
355030859000080,03638-130
355030859000081,03638-030
355030859000081,03638-080
355030859000081,03639-000
355030859000084,03639-030
355030859000084,03639-050
355030859000084,03639-060
355030859000084,03639-070
355030859000085,03636-000
355030859000086,03611-050
355030859000086,03641-020
355030859000087,03611-000
355030859000087,03611-010
355030859000087,03611-040
355030859000088,03610-010
355030859000088,03610-940
355030859000088,03611-030
355030859000088,03611-060
355030859000089,03612-010
355030859000089,03612-030
355030859000089,03612-050
355030859000090,03609-010
355030859000090,03609-160
355030859000090,03611-090
355030859000091,03661-010
355030859000091,03661-020
355030859000093,03658-020
355030859000093,03658-040
355030859000093,03661-050
355030859000094,03657-050
355030859000094,03657-060
355030859000096,03632-045
355030859000096,03633-000
355030859000096,03633-010
355030859000096,03633-040
355030859000096,03633-050
355030859000096,03633-070
355030859000097,03633-060
355030859000097,03637-050
355030859000098,03637-060
355030859000098,03637-110
355030859000099,03637-030
355030859000100,03637-035
355030859000100,03637-040
355030859000100,03638-020
355030859000100,03638-035
355030859000100,03638-070
355030859000104,03607-010
355030859000104,03608-060
355030859000105,03608-050
355030859000105,03609-060
355030859000105,03610-000
355030859000106,03601-001
355030859000106,03609-000
355030859000106,03609-050
355030859000106,03610-040
355030859000107,03611-070
355030859000107,03611-079
355030859000107,03611-080
355030859000108,03601-010
355030859000108,03609-020
355030859000108,03609-030
355030859000108,03609-040
355030859000108,03609-070
355030859000112,03657-065
355030859000112,03658-060
355030859000112,03663-020
355030859000113,03358-001
355030859000113,03663-030
355030859000113,03663-040
355030859000113,03663-090
355030859000113,03664-020
355030859000114,03657-090
355030859000114,03657-100
355030859000116,03631-060
355030859000116,03631-150
355030859000116,03631-160
355030859000116,03631-180
355030859000116,03632-000
355030859000116,03632-040
355030859000116,03632-060
355030859000117,03632-010
355030859000117,03632-030
355030859000117,03632-050
355030859000117,03632-070
355030859000118,03632-020
355030859000118,03633-090
355030859000118,03634-050
355030859000119,03634-040
355030859000119,03634-090
355030859000120,03606-020
355030859000120,03606-030
355030859000120,03634-000
355030859000120,03634-010
355030859000120,03634-020
355030859000120,03634-100
355030859000120,03634-110
355030859000120,03634-130
355030859000121,03634-030
355030859000121,03637-000
355030859000121,03637-020
355030859000122,03607-020
355030859000122,03637-010
355030859000122,03637-070
355030859000123,03607-000
355030859000123,03607-040
355030859000123,03607-050
355030859000123,03607-070
355030859000124,03607-100
355030859000125,03608-000
355030859000125,03608-010
355030859000125,03608-080
355030859000125,03608-090
355030859000125,03608-100
355030859000126,03608-020
355030859000126,03608-030
355030859000128,03662-050
355030859000128,03662-070
355030859000128,03695-010
355030859000133,03602-000
355030859000133,03602-010
355030859000133,03631-000
355030859000133,03631-030
355030859000133,03631-040
355030859000133,03631-050
355030859000133,03631-170
355030859000134,03603-050
355030859000134,03604-030
355030859000134,03604-040
355030859000136,03603-000
355030859000136,03604-000
355030859000137,03603-900
355030859000137,03604-010
355030859000137,03605-000
355030859000138,03605-020
355030859000138,03605-050
355030859000138,03605-070
355030859000140,03607-060
355030859000140,03607-090
355030859000151,03666-090
355030859000151,03669-090
355030859000152,03667-010
355030859000152,03667-030
355030859000154,03667-070
355030859000154,03668-070
355030859000154,03668-100
355030859000154,03668-150
355030859000154,03669-080
355030859000155,03604-050
355030859000162,03710-050
355030859000162,03710-080
355030859000162,03710-090
355030859000162,03710-120
355030859000163,03710-000
355030859000163,03710-130
355030859000163,03713-025
355030859000163,03713-030
355030859000163,03713-040
355030859000163,03713-050
355030859000163,03713-120
355030859000163,03723-040
355030859000163,03723-120
355030859000165,03658-150
355030859000165,03669-010
355030859000165,03669-020
355030859000165,03669-030
355030859000166,03658-090
355030859000166,03658-130
355030859000167,03641-010
355030859000171,03622-020
355030859000171,03622-080
355030859000171,03623-060
355030859000173,03654-070
355030859000173,03659-000
355030859000173,03659-080
355030859000174,03656-030
355030859000174,03656-040
355030859000176,03662-000
355030859000176,03664-000
355030859000176,03664-010
355030859000176,03664-050
355030859000178,03658-001
355030859000178,03667-020
355030859000178,03667-040
355030859000178,03667-050
355030859000179,03658-030
355030859000179,03658-050
355030859000181,03656-060
355030859000181,03656-070
355030859000181,03656-100
355030859000181,03658-000
355030859000182,03655-010
355030859000182,03655-030
355030859000182,03655-040
355030859000182,03655-080
355030859000183,03647-020
355030859000183,03647-040
355030859000183,03648-050
355030859000184,03643-060
355030859000185,03613-070
355030859000185,03613-150
355030859000186,03613-160
355030859000186,03614-010
355030859000187,03638-140
355030859000187,03638-150
355030859000188,03635-050
355030859000188,03635-060
355030859000188,03636-010
355030859000188,03636-040
355030859000188,03636-050
355030859000188,03636-060
355030859000189,03702-010
355030859000189,03702-020
355030859000189,03702-030
355030859000191,03703-080
355030859000191,03710-060
355030859000191,03710-110
355030859000191,03710-115
355030859000193,03646-000
355030859000195,03614-000
355030860000008,05019-011
355030860000010,05011-002
355030860000010,05011-010
355030860000010,05011-020
355030860000013,05012-040
355030860000013,05016-081
355030860000014,01252-060
355030860000014,05016-083
355030860000016,01252-010
355030860000018,01254-009
355030860000018,01259-019
355030860000018,01259-020
355030860000029,05010-000
355030860000031,05010-020
355030860000031,05015-001
355030860000031,05016-091
355030860000032,05011-001
355030860000033,05014-020
355030860000033,05016-001
355030860000033,05017-002
355030860000037,01259-050
355030860000037,01259-060
355030860000037,05020-010
355030860000070,05018-040
355030860000070,05018-050
355030860000074,05009-010
355030860000074,05015-010
355030860000078,01237-020
355030860000078,01237-040
355030860000078,05013-010
355030860000079,01250-010
355030860000079,01250-040
355030860000079,01250-050
355030860000079,01251-000
355030860000084,05030-020
355030860000105,01235-020
355030860000105,05013-030
355030860000110,05029-020
355030860000110,05029-040
355030860000110,05029-060
355030860000117,05026-040
355030860000123,05015-000
355030860000123,05015-050
355030860000128,05006-030
355030860000128,05013-000
355030860000132,05046-001
355030860000132,05046-020
355030860000132,05048-090
355030860000136,05026-060
355030860000137,05042-020
355030860000138,05033-100
355030860000139,05007-001
355030860000139,05015-030
355030860000140,05009-070
355030860000141,01252-080
355030860000145,05012-012
355030860000146,01259-029
355030860000150,05018-001
355030860000153,01251-150
355030860000153,05014-030
355030860000154,01259-030
355030860000154,01259-070
355030860000154,01259-080
355030860000155,05025-000
355030860000156,05019-001
355030860000162,05007-032
355030860000162,05009-000
355030860000164,05013-001
355030860000164,05414-010
355030860000175,05030-010
355030860000175,05030-030
355030860000176,05022-040
355030860000176,05022-050
355030860000176,05022-060
355030860000176,05028-040
355030860000176,05028-070
355030860000176,05030-120
355030860000183,05028-020
355030860000186,05281-090
355030860000199,05026-000
355030860000211,01236-010
355030860000211,01237-000
355030860000211,01237-030
355030860000213,05005-010
355030860000215,05906-020
355030860000216,05006-020
355030860000217,01235-030
355030861000003,05203-110
355030861000003,05203-120
355030861000003,05203-130
355030861000004,05204-020
355030861000004,05204-030
355030861000004,05204-040
355030861000004,05204-050
355030861000004,05204-090
355030861000004,05204-100
355030861000004,05208-240
355030861000004,05211-200
355030861000008,05203-010
355030861000008,05203-040
355030861000008,05203-050
355030861000008,05203-060
355030861000008,05203-070
355030861000008,05203-080
355030861000008,05203-090
355030861000012,05202-070
355030861000012,05202-090
355030861000012,05202-140
355030861000012,05207-000
355030861000012,05207-210
355030861000014,05201-110
355030861000014,05201-200
355030861000014,05201-220
355030861000014,15201-050
355030861000014,15201-160
355030861000014,15201-180
355030861000017,05223-020
355030861000017,05223-030
355030861000018,05204-070
355030861000018,05208-050
355030861000018,05208-080
355030861000018,15208-080
355030861000020,05211-090
355030861000020,05211-100
355030861000020,05211-110
355030861000020,05211-190
355030861000020,15211-080
355030861000020,15211-090
355030861000022,05207-100
355030861000022,05207-110
355030861000022,05207-120
355030861000023,05201-060
355030861000023,05201-170
355030861000023,05223-170
355030861000023,05223-180
355030861000023,05223-190
355030861000024,05223-130
355030861000024,05223-150
355030861000025,05223-140
355030861000028,05223-060
355030861000030,05208-110
355030861000031,05208-150
355030861000031,05208-180
355030861000031,05208-190
355030861000031,05208-200
355030861000031,05208-940
355030861000035,05211-060
355030861000036,05206-280
355030861000037,15206-030
355030861000037,15206-060
355030861000037,15206-240
355030861000037,15206-280
355030861000039,05207-130
355030861000043,05223-000
355030861000043,05223-040
355030861000043,05224-000
355030861000045,05205-000
355030861000045,05205-010
355030861000045,05205-040
355030861000045,05205-050
355030861000046,05205-180
355030861000046,05205-210
355030861000048,05205-020
355030861000048,05205-030
355030861000048,05205-080
355030861000048,05205-100
355030861000048,05205-120
355030861000048,05205-130
355030861000048,05211-000
355030861000049,05206-180
355030861000049,05206-190
355030861000049,05211-230
355030861000050,05206-150
355030861000050,05206-160
355030861000050,05206-170
355030861000050,05606-160
355030861000059,05209-040
355030861000059,05209-050
355030861000059,05209-220
355030861000059,05209-230
355030861000059,05209-440
355030861000059,05209-570
355030861000060,05209-110
355030861000065,05209-330
355030861000068,05210-060
355030861000085,05201-190
355030861000085,05203-340
355030861000086,05211-130
355030861000086,05230-000
355030861000086,15211-070
355030861000086,15211-100
355030861000086,15211-110
355030861000086,15211-120
355030861000086,15211-140
355030861000086,15211-190
355030861000087,05202-040
355030861000087,05207-050
355030861000087,15202-050
355030861000087,15207-000
355030861000087,15207-010
355030861000089,05208-060
355030861000089,05208-090
355030861000089,05208-220
355030861000089,05387-060
355030861000090,05206-110
355030861000090,05206-140
355030861000090,05211-160
355030861000090,05211-180
355030861000093,15223-000
355030861000093,15223-050
355030861000094,05205-230
355030861000094,05205-240
355030861000094,05205-250
355030861000094,05205-260
355030861000096,15206-180
355030861000096,15211-180
355030861000096,15211-230
355030861000097,05210-070
355030861000097,05212-110
355030861000099,05206-200
355030861000100,02988-000
355030861000104,05220-050
355030861000126,02988-040
355030861000126,02988-050
355030861000126,02988-060
355030861000126,02988-070
355030861000126,02988-080
355030861000131,05205-530
355030861000134,05206-030
355030861000134,05206-050
355030861000134,05206-060
355030861000136,15206-070
355030861000136,15206-300
355030861000143,02987-160
355030862000003,05416-010
355030862000005,05407-050
355030862000005,05408-200
355030862000006,05418-000
355030862000007,05408-002
355030862000007,05417-090
355030862000008,05417-080
355030862000008,05418-050
355030862000008,05433-011
355030862000008,05433-050
355030862000009,05416-001
355030862000010,05432-010
355030862000010,05432-020
355030862000010,05432-030
355030862000010,05432-040
355030862000015,05416-000
355030862000017,05404-004
355030862000017,05418-010
355030862000017,05418-030
355030862000018,05418-060
355030862000018,05420-000
355030862000019,05418-001
355030862000019,05418-070
355030862000019,05419-020
355030862000019,05420-001
355030862000019,05421-060
355030862000020,05406-020
355030862000020,05421-001
355030862000020,05421-010
355030862000020,05421-030
355030862000020,05426-020
355030862000020,05426-050
355030862000020,05426-060
355030862000020,05426-100
355030862000023,05417-140
355030862000024,05417-060
355030862000026,05333-020
355030862000026,05416-020
355030862000026,05434-080
355030862000027,05433-010
355030862000027,05433-030
355030862000027,05433-040
355030862000028,05413-021
355030862000028,05436-040
355030862000028,05436-050
355030862000028,05436-060
355030862000028,05436-090
355030862000028,05436-100
355030862000028,05436-600
355030862000029,05405-150
355030862000034,05415-030
355030862000035,05415-050
355030862000036,05414-040
355030862000036,05414-070
355030862000036,05415-060
355030862000037,05417-000
355030862000038,05402-400
355030862000038,05422-010
355030862000038,05422-060
355030862000038,05422-090
355030862000038,05422-100
355030862000039,05422-001
355030862000042,05406-200
355030862000042,05407-003
355030862000042,05421-040
355030862000042,05421-070
355030862000042,05426-030
355030862000043,05424-010
355030862000043,05424-090
355030862000043,05427-003
355030862000043,05427-100
355030862000044,05427-000
355030862000044,05427-030
355030862000044,05427-060
355030862000044,05428-020
355030862000045,05427-040
355030862000045,05427-070
355030862000046,05419-001
355030862000046,05420-002
355030862000046,05420-020
355030862000046,05428-000
355030862000046,05444-000
355030862000050,05432-070
355030862000052,05434-060
355030862000053,05428-807
355030862000053,05434-090
355030862000053,05436-000
355030862000053,05436-160
355030862000054,05436-020
355030862000055,05413-011
355030862000055,05436-030
355030862000056,05407-001
355030862000057,05404-002
355030862000058,05414-001
355030862000061,05414-011
355030862000061,05422-000
355030862000062,05415-001
355030862000063,05404-013
355030862000063,05415-090
355030862000064,05402-300
355030862000064,05422-011
355030862000064,05422-080
355030862000065,01431-010
355030862000065,01431-020
355030862000065,01440-000
355030862000065,01443-000
355030862000065,01443-080
355030862000065,05401-300
355030862000065,05415-000
355030862000067,05402-500
355030862000070,05424-040
355030862000070,05424-120
355030862000074,05428-010
355030862000074,05428-040
355030862000074,05428-050
355030862000076,05428-001
355030862000077,05429-000
355030862000077,05429-010
355030862000077,05429-050
355030862000077,05429-070
355030862000077,05429-100
355030862000077,05429-120
355030862000078,05443-050
355030862000078,05443-090
355030862000079,05433-000
355030862000081,05435-000
355030862000083,05439-010
355030862000084,05439-020
355030862000084,05439-030
355030862000084,05439-100
355030862000084,05439-140
355030862000084,05874-185
355030862000085,05412-004
355030862000085,05440-001
355030862000087,05411-010
355030862000087,05413-030
355030862000087,05421-002
355030862000087,05436-070
355030862000087,05436-130
355030862000089,05410-010
355030862000091,05412-003
355030862000092,05413-001
355030862000094,05414-030
355030862000095,01440-030
355030862000095,01440-040
355030862000095,01443-020
355030862000095,01443-030
355030862000096,01440-050
355030862000096,01440-060
355030862000096,01441-000
355030862000097,01441-001
355030862000097,01442-001
355030862000097,01442-010
355030862000097,01443-001
355030862000097,01444-000
355030862000097,01444-060
355030862000097,01444-070
355030862000098,01441-020
355030862000098,01447-010
355030862000098,01450-010
355030862000098,01450-020
355030862000098,01450-030
355030862000098,01450-050
355030862000098,01450-110
355030862000098,01450-120
355030862000101,01456-030
355030862000101,01457-030
355030862000102,01451-001
355030862000102,01457-000
355030862000103,01451-911
355030862000103,01457-010
355030862000103,01457-020
355030862000103,01457-050
355030862000103,01457-060
355030862000103,05401-450
355030862000105,05443-020
355030862000105,05443-100
355030862000108,05435-001
355030862000108,05440-010
355030862000110,01419-030
355030862000110,01447-030
355030862000110,01447-040
355030862000110,01447-050
355030862000110,01449-000
355030862000110,01449-010
355030862000110,01449-020
355030862000110,01449-030
355030862000112,01446-010
355030862000112,01446-020
355030862000112,01446-040
355030862000112,01446-050
355030862000112,01448-010
355030862000113,01406-200
355030862000113,01446-000
355030862000113,01448-020
355030862000113,01448-030
355030862000113,01448-040
355030862000113,01448-050
355030862000113,01448-060
355030862000113,01448-070
355030862000113,01448-080
355030862000113,01449-001
355030862000113,01449-050
355030862000113,01449-060
355030862000113,01453-001
355030862000114,01449-040
355030862000114,01449-070
355030862000114,01450-000
355030862000114,01450-070
355030862000114,01450-080
355030862000116,01455-010
355030862000117,01453-010
355030862000118,01455-070
355030862000119,01454-001
355030862000119,01454-050
355030862000120,01454-000
355030862000120,01454-011
355030862000120,01454-030
355030862000121,01455-000
355030862000121,01455-060
355030862000121,01555-010
355030862000122,01455-080
355030862000122,01455-088
355030862000122,01455-090
355030862000122,01455-100
355030862000123,05417-011
355030862000124,05416-011
355030862000125,05417-001
355030862000126,05417-030
355030862000126,05417-120
355030862000127,05417-012
355030862000127,05433-020
355030862000127,05434-070
355030862000128,04515-100
355030862000129,05415-040
355030862000131,05405-200
355030862000131,05418-020
355030862000131,05418-040
355030862000131,05420-200
355030862000132,05417-050
355030862000132,05434-020
355030862000133,05415-012
355030862000134,05406-100
355030862000136,05404-014
355030862000137,05417-010
355030862000138,05404-015
355030862000142,05417-070
355030862000145,05414-012
355030862000146,05405-100
355030862000147,05414-020
355030862000148,05414-000
355030862000149,05415-011
355030862000151,01452-002
355030862000151,01452-020
355030862000151,05422-070
355030862000151,05524-040
355030862000152,05427-020
355030862000153,05429-130
355030862000154,05429-020
355030862000154,05459-010
355030862000155,05435-040
355030862000157,05436-080
355030862000158,05411-002
355030862000159,01443-040
355030862000159,05415-010
355030862000160,01434-100
355030862000160,01440-010
355030862000160,01440-100
355030862000160,01447-000
355030862000160,01447-020
355030862000161,01440-020
355030862000161,01444-020
355030862000161,01444-050
355030862000163,01456-000
355030862000163,01457-040
355030862000165,05435-060
355030862000167,01450-040
355030862000167,01450-060
355030862000167,01450-090
355030862000167,01450-100
355030862000167,01450-130
355030862000167,01452-000
355030862000167,01452-010
355030862000168,01454-040
355030862000168,01455-050
355030862000170,05422-012
355030862000170,05422-050
355030862000171,05435-050
355030862000172,05436-010
355030862000173,05439-080
355030863000004,05139-000
355030863000004,05139-040
355030863000004,05154-120
355030863000005,05138-040
355030863000005,05138-200
355030863000006,05138-000
355030863000006,05138-080
355030863000006,05138-180
355030863000007,05138-160
355030863000007,05138-220
355030863000007,05138-500
355030863000008,05138-140
355030863000008,05138-520
355030863000011,02940-000
355030863000011,02940-030
355030863000011,02940-050
355030863000011,02940-080
355030863000014,02918-170
355030863000014,02919-130
355030863000014,02919-140
355030863000016,05142-100
355030863000018,05140-000
355030863000018,05140-100
355030863000018,05140-120
355030863000018,05141-000
355030863000019,05138-100
355030863000019,05138-120
355030863000021,02941-000
355030863000021,02941-010
355030863000021,02941-050
355030863000021,02941-060
355030863000022,02941-020
355030863000022,02941-030
355030863000022,02941-040
355030863000024,02936-010
355030863000024,02936-030
355030863000024,02936-060
355030863000024,02936-150
355030863000027,02977-000
355030863000031,05143-010
355030863000031,05143-020
355030863000039,02942-000
355030863000039,02943-000
355030863000039,02944-050
355030863000041,02943-050
355030863000045,02916-130
355030863000045,02919-000
355030863000045,02919-010
355030863000045,02919-020
355030863000047,02951-200
355030863000048,02951-080
355030863000048,02951-090
355030863000048,02951-100
355030863000048,02951-130
355030863000049,02942-010
355030863000049,02951-010
355030863000051,02976-050
355030863000057,02933-080
355030863000057,02933-090
355030863000057,02933-100
355030863000057,02933-130
355030863000058,02918-130
355030863000058,02918-140
355030863000058,02919-030
355030863000063,05143-160
355030863000063,05143-200
355030863000063,05143-219
355030863000063,05145-100
355030863000064,05143-000
355030863000064,05143-060
355030863000064,05143-080
355030863000064,05143-150
355030863000064,05143-180
355030863000065,05161-400
355030863000065,05173-000
355030863000065,05173-020
355030863000069,05172-090
355030863000069,05173-040
355030863000069,05173-060
355030863000069,06243-040
355030863000072,02956-030
355030863000072,02956-050
355030863000072,02956-060
355030863000072,02956-070
355030863000076,02976-100
355030863000076,02976-120
355030863000076,02976-130
355030863000076,02976-140
355030863000078,02975-000
355030863000078,02976-030
355030863000078,02976-040
355030863000081,02916-000
355030863000081,02933-150
355030863000081,02933-170
355030863000081,02933-180
355030863000082,02918-010
355030863000082,02918-040
355030863000082,02918-050
355030863000082,02918-060
355030863000082,02918-100
355030863000082,02918-110
355030863000082,02918-120
355030863000082,02918-126
355030863000082,02918-180
355030863000082,02918-190
355030863000084,02917-000
355030863000084,02917-010
355030863000084,02917-020
355030863000084,02917-050
355030863000084,02918-000
355030863000087,05171-020
355030863000087,05172-210
355030863000087,05172-270
355030863000091,05174-000
355030863000091,05175-320
355030863000091,05175-340
355030863000091,05176-210
355030863000092,02956-010
355030863000092,02956-080
355030863000092,02956-090
355030863000093,02952-010
355030863000093,02952-020
355030863000093,02952-040
355030863000093,02952-060
355030863000093,02952-080
355030863000093,02955-015
355030863000094,02952-120
355030863000094,02952-130
355030863000098,02977-040
355030863000098,02977-050
355030863000100,02972-040
355030863000100,02972-050
355030863000101,00002-971
355030863000101,00002-972
355030863000101,02972-010
355030863000102,02933-160
355030863000103,02931-000
355030863000103,02931-040
355030863000103,02931-050
355030863000105,02913-110
355030863000105,02914-110
355030863000105,02914-120
355030863000116,05171-080
355030863000116,05171-100
355030863000116,05171-200
355030863000117,05171-060
355030863000117,05171-070
355030863000117,05171-120
355030863000117,05171-140
355030863000117,05172-330
355030863000118,02957-010
355030863000118,02957-030
355030863000118,02957-060
355030863000118,02957-070
355030863000119,02955-010
355030863000119,02955-020
355030863000119,02955-050
355030863000119,02955-080
355030863000119,02955-100
355030863000120,02952-000
355030863000120,02952-170
355030863000120,02952-180
355030863000120,02955-030
355030863000120,02955-040
355030863000120,02955-070
355030863000120,02955-160
355030863000121,02952-140
355030863000121,02952-150
355030863000121,02952-160
355030863000121,02952-190
355030863000121,02952-200
355030863000125,02977-100
355030863000125,02977-110
355030863000125,02977-130
355030863000126,00002-975
355030863000126,02975-120
355030863000130,02931-060
355030863000130,02931-070
355030863000133,02914-010
355030863000133,02914-020
355030863000133,02914-040
355030863000137,05165-050
355030863000137,05165-080
355030863000137,05165-100
355030863000138,05165-000
355030863000138,05165-010
355030863000138,05171-030
355030863000143,05171-350
355030863000143,05171-360
355030863000144,05174-300
355030863000144,05174-400
355030863000144,05174-410
355030863000144,05174-420
355030863000144,05174-450
355030863000145,02956-000
355030863000145,02957-050
355030863000145,02957-080
355030863000145,02957-090
355030863000145,02957-120
355030863000148,02977-120
355030863000148,02977-160
355030863000150,02912-080
355030863000151,05165-020
355030863000151,05165-140
355030863000151,05165-180
355030863000154,05171-520
355030863000154,05171-540
355030863000162,02981-010
355030863000162,02981-020
355030863000163,02981-000
355030863000163,02981-030
355030863000163,02981-110
355030863000168,02983-020
355030863000168,02983-050
355030863000169,02982-000
355030863000169,02982-050
355030863000169,02982-100
355030863000169,02983-010
355030863000169,02983-030
355030863000170,02982-060
355030863000170,02982-070
355030863000170,02982-080
355030863000170,02982-090
355030863000170,02982-200
355030863000173,02952-270
355030863000173,02952-290
355030863000173,02952-320
355030863000175,05176-270
355030863000175,05176-300
355030863000178,02940-010
355030863000178,02940-020
355030863000181,05138-020
355030863000181,05138-060
355030863000181,05154-000
355030863000182,02941-070
355030863000185,02943-060
355030863000186,02919-080
355030863000186,02919-110
355030863000187,02918-150
355030863000187,02919-040
355030863000187,02919-050
355030863000188,02951-000
355030863000188,02951-150
355030863000189,02951-170
355030863000189,02951-190
355030863000191,02976-000
355030863000191,02976-010
355030863000192,02932-050
355030863000192,02933-110
355030863000192,02933-120
355030863000192,02933-140
355030863000192,02933-169
355030863000194,05143-260
355030863000194,05143-280
355030863000194,05143-300
355030863000194,05143-340
355030863000195,05140-020
355030863000195,05140-060
355030863000195,05140-080
355030863000195,05145-200
355030863000196,05172-060
355030863000197,02976-060
355030863000197,02976-070
355030863000197,02976-080
355030863000199,05170-080
355030863000199,05170-200
355030863000199,05170-300
355030863000200,02952-090
355030863000202,02972-059
355030863000202,02975-150
355030863000203,02924-090
355030863000203,02931-010
355030863000203,02931-020
355030863000203,02931-110
355030863000203,02931-120
355030863000203,02932-030
355030863000203,02932-040
355030863000204,05170-000
355030863000204,05170-060
355030863000204,05170-240
355030863000204,05171-040
355030863000205,02955-110
355030863000206,02952-230
355030863000209,02975-140
355030863000209,02975-160
355030863000210,05171-039
355030863000210,05171-400
355030863000210,05171-480
355030863000211,05171-300
355030863000211,05171-340
355030863000212,02976-250
355030863000212,02977-200
355030863000213,02975-110
355030863000214,02912-110
355030863000214,02912-130
355030863000215,05176-000
355030863000215,05176-080
355030863000215,05176-090
355030863000215,05176-240
355030863000215,05177-060
355030863000216,02981-040
355030863000220,02982-110
355030863000220,02982-190
355030863000220,02982-210
355030863000220,02983-170
355030863000225,05141-080
355030863000225,05141-120
355030863000225,05141-140
355030863000227,05144-010
355030863000227,05144-020
355030863000227,05144-040
355030863000227,05144-060
355030864000001,03676-110
355030864000001,03677-040
355030864000001,03890-000
355030864000002,03678-040
355030864000002,03678-060
355030864000002,03745-000
355030864000002,03891-010
355030864000002,03891-020
355030864000003,03678-010
355030864000003,03678-020
355030864000003,03678-030
355030864000003,03679-080
355030864000005,03676-010
355030864000005,03676-029
355030864000005,03676-030
355030864000005,03676-050
355030864000006,03676-020
355030864000006,03677-030
355030864000006,03677-050
355030864000006,03677-180
355030864000007,03677-080
355030864000007,03677-090
355030864000007,03677-110
355030864000007,03677-160
355030864000007,03677-220
355030864000008,03875-010
355030864000008,03875-020
355030864000008,03875-030
355030864000009,03877-130
355030864000010,03877-200
355030864000010,03891-000
355030864000011,03891-030
355030864000011,03891-040
355030864000011,03891-050
355030864000012,03745-080
355030864000012,03891-060
355030864000012,03892-000
355030864000012,03892-020
355030864000013,03678-070
355030864000013,03678-080
355030864000013,03678-100
355030864000013,03678-400
355030864000014,03678-050
355030864000014,03679-090
355030864000015,03678-140
355030864000015,03678-150
355030864000015,03679-050
355030864000016,03676-065
355030864000016,03678-000
355030864000016,03679-010
355030864000016,03679-029
355030864000016,03679-040
355030864000016,03679-060
355030864000016,03679-110
355030864000017,03676-000
355030864000017,03676-040
355030864000017,03676-070
355030864000017,03676-090
355030864000018,03675-060
355030864000018,03677-210
355030864000019,03675-000
355030864000019,03677-070
355030864000019,03677-150
355030864000019,03677-280
355030864000020,03677-020
355030864000020,03677-060
355030864000020,03677-130
355030864000020,03677-140
355030864000020,03677-190
355030864000020,03677-230
355030864000021,03874-020
355030864000021,03874-100
355030864000021,03875-000
355030864000022,03874-030
355030864000022,03878-000
355030864000023,03744-000
355030864000023,03874-040
355030864000023,03876-140
355030864000023,13873-100
355030864000023,13874-000
355030864000023,13877-000
355030864000023,13878-030
355030864000024,03878-020
355030864000024,03878-030
355030864000025,03877-110
355030864000025,03881-000
355030864000027,03881-170
355030864000027,03882-000
355030864000027,03882-010
355030864000028,03892-030
355030864000028,03892-060
355030864000028,03892-070
355030864000029,03678-090
355030864000029,03892-100
355030864000030,03678-120
355030864000030,03679-100
355030864000031,03679-170
355030864000031,03679-200
355030864000032,03679-140
355030864000032,03679-180
355030864000034,03679-070
355030864000035,03676-100
355030864000035,03676-120
355030864000036,03675-010
355030864000036,03675-030
355030864000036,03675-090
355030864000036,03676-080
355030864000037,03674-000
355030864000037,03675-020
355030864000037,03675-070
355030864000037,03675-120
355030864000038,03674-080
355030864000038,03674-100
355030864000038,03677-170
355030864000040,03742-000
355030864000040,03742-030
355030864000040,03872-030
355030864000040,03874-010
355030864000040,03874-200
355030864000041,03743-000
355030864000041,03874-000
355030864000041,03874-300
355030864000041,03876-200
355030864000042,03873-010
355030864000043,03873-020
355030864000043,03873-100
355030864000043,03876-000
355030864000046,03880-090
355030864000046,03880-100
355030864000047,03882-020
355030864000047,03882-100
355030864000048,03892-110
355030864000048,03893-000
355030864000048,03893-010
355030864000048,03893-030
355030864000048,03893-040
355030864000049,03682-030
355030864000049,03682-040
355030864000049,03682-100
355030864000049,03682-110
355030864000050,03681-050
355030864000050,03682-010
355030864000050,03682-020
355030864000050,03682-120
